submit_id,hold_d
IDX00278,319.0
IDX00279,305.0
IDX00280,959.0
IDX00281,60.0
IDX00282,916.0
IDX00283,6.0
IDX00284,11.0
IDX00285,4.0
IDX00286,7.0
IDX00287,11.0
IDX00288,149.0
IDX00289,3.0
IDX00290,13.0
IDX00291,7.0
IDX00292,11.0
IDX00293,10.0
IDX00294,6.0
IDX00295,6.0
IDX00296,12.0
IDX00297,10.0
IDX00298,4.0
IDX00299,312.0
IDX00300,16.0
IDX00301,5.0
IDX00302,6.0
IDX00303,2.0
IDX00304,17.0
IDX00305,18.0
IDX00306,41.0
IDX00307,21.0
IDX00308,18.0
IDX00309,20.0
IDX00310,17.0
IDX00311,4.0
IDX00312,63.0
IDX00313,22.0
IDX00314,89.0
IDX00315,19.0
IDX00316,194.0
IDX00317,84.0
IDX00318,82.0
IDX00319,43.0
IDX00320,96.0
IDX00321,17.0
IDX00322,92.0
IDX00323,79.0
IDX00324,9.0
IDX00325,8.0
IDX00326,15.0
IDX00327,21.0
IDX00328,114.0
IDX00329,75.0
IDX00330,24.0
IDX00331,81.0
IDX00332,80.0
IDX00333,8.0
IDX00334,71.0
IDX00335,17.0
IDX00336,22.0
IDX00337,59.0
IDX00338,77.0
IDX00339,77.0
IDX00340,68.0
IDX00341,72.0
IDX00342,68.0
IDX00343,64.0
IDX00344,58.0
IDX00345,23.0
IDX00346,22.0
IDX00347,17.0
IDX00348,82.0
IDX00349,63.0
IDX00350,149.0
IDX00351,20.0
IDX00352,15.0
IDX00353,74.0
IDX00354,18.0
IDX00355,35.0
IDX00356,49.0
IDX00357,17.0
IDX00358,16.0
IDX00359,17.0
IDX00360,21.0
IDX00361,81.0
IDX00362,102.0
IDX00363,23.0
IDX00364,63.0
IDX00365,72.0
IDX00366,76.0
IDX00367,67.0
IDX00368,61.0
IDX00369,69.0
IDX00370,73.0
IDX00371,55.0
IDX00372,20.0
IDX00373,47.0
IDX00374,88.0
IDX00375,37.0
IDX00376,186.0
IDX00377,53.0
IDX00378,83.0
IDX00379,77.0
IDX00380,71.0
IDX00381,61.0
IDX00382,74.0
IDX00383,74.0
IDX00384,40.0
IDX00385,75.0
IDX00386,12.0
IDX00387,72.0
IDX00388,27.0
IDX00389,18.0
IDX00390,64.0
IDX00391,89.0
IDX00392,71.0
IDX00393,61.0
IDX00394,54.0
IDX00395,17.0
IDX00396,78.0
IDX00397,94.0
IDX00398,18.0
IDX00399,22.0
IDX00400,58.0
IDX00401,77.0
IDX00402,86.0
IDX00403,60.0
IDX00404,18.0
IDX00405,80.0
IDX00406,13.0
IDX00407,22.0
IDX00408,9.0
IDX00409,55.0
IDX00410,15.0
IDX00411,49.0
IDX00412,175.0
IDX00413,19.0
IDX00414,447.0
IDX00415,19.0
IDX00416,89.0
IDX00417,47.0
IDX00418,464.0
IDX00419,9.0
IDX00420,68.0
IDX00421,6.0
IDX00422,123.0
IDX00423,56.0
IDX00424,44.0
IDX00425,47.0
IDX00426,522.0
IDX00427,21.0
IDX00428,87.0
IDX00429,39.0
IDX00430,30.0
IDX00431,15.0
IDX00432,39.0
IDX00433,18.0
IDX00434,2.0
IDX00435,7.0
IDX00436,47.0
IDX00437,30.0
IDX00438,75.0
IDX00439,-2.0
IDX00440,21.0
IDX00441,363.0
IDX00442,45.0
IDX00443,87.0
IDX00444,54.0
IDX00445,21.0
IDX00446,370.0
IDX00447,950.0
IDX00448,989.0
IDX00449,982.0
IDX00450,999.0
IDX00451,52.0
IDX00452,677.0
IDX00453,571.0
IDX00454,28.0
IDX00455,21.0
IDX00456,75.0
IDX00457,7.0
IDX00458,50.0
IDX00459,56.0
IDX00460,35.0
IDX00461,5.0
IDX00462,245.0
IDX00463,13.0
IDX00464,-2.0
IDX00465,-1.0
IDX00466,-0.0
IDX00467,87.0
IDX00468,41.0
IDX00469,90.0
IDX00470,3.0
IDX00471,33.0
IDX00472,54.0
IDX00473,113.0
IDX00474,9.0
IDX00475,51.0
IDX00476,68.0
IDX00477,32.0
IDX00478,12.0
IDX00479,49.0
IDX00480,41.0
IDX00481,20.0
IDX00482,30.0
IDX00483,34.0
IDX00484,60.0
IDX00485,61.0
IDX00486,86.0
IDX00487,65.0
IDX00488,52.0
IDX00489,19.0
IDX00490,926.0
IDX00491,51.0
IDX00492,80.0
IDX00493,8.0
IDX00494,31.0
IDX00495,82.0
IDX00496,907.0
IDX00497,53.0
IDX00498,1.0
IDX00499,-19.0
IDX00500,4.0
IDX00501,2.0
IDX00502,49.0
IDX00503,2.0
IDX00504,2.0
IDX00505,4.0
IDX00506,918.0
IDX00507,852.0
IDX00508,150.0
IDX00509,920.0
IDX00510,5.0
IDX00511,9.0
IDX00512,42.0
IDX00513,38.0
IDX00514,1.0
IDX00515,29.0
IDX00516,11.0
IDX00517,6.0
IDX00518,10.0
IDX00519,4.0
IDX00520,38.0
IDX00521,19.0
IDX00522,-2.0
IDX00523,7.0
IDX00524,7.0
IDX00525,4.0
IDX00526,3.0
IDX00527,20.0
IDX00528,-9.0
IDX00529,2.0
IDX00530,-1.0
IDX00531,21.0
IDX00532,13.0
IDX00533,15.0
IDX00534,5.0
IDX00535,2.0
IDX00536,3.0
IDX00537,2.0
IDX00538,33.0
IDX00539,14.0
IDX00540,13.0
IDX00541,38.0
IDX00542,0.0
IDX00543,41.0
IDX00544,9.0
IDX00545,4.0
IDX00546,1.0
IDX00547,18.0
IDX00548,4.0
IDX00549,2.0
IDX00550,78.0
IDX00551,5.0
IDX00552,10.0
IDX00553,3.0
IDX00554,9.0
IDX00555,8.0
IDX00556,15.0
IDX00557,18.0
IDX00558,13.0
IDX00559,2.0
IDX00560,22.0
IDX00561,16.0
IDX00562,13.0
IDX00563,4.0
IDX00564,7.0
IDX00565,11.0
IDX00566,106.0
IDX00567,13.0
IDX00568,104.0
IDX00569,108.0
IDX00570,97.0
IDX00571,22.0
IDX00572,57.0
IDX00573,113.0
IDX00574,66.0
IDX00575,128.0
IDX00576,5.0
IDX00577,60.0
IDX00578,5.0
IDX00579,-2.0
IDX00580,2.0
IDX00581,5.0
IDX00582,-1.0
IDX00583,31.0
IDX00584,16.0
IDX00585,140.0
IDX00586,15.0
IDX00587,4.0
IDX00588,308.0
IDX00589,14.0
IDX00590,17.0
IDX00591,16.0
IDX00592,12.0
IDX00593,27.0
IDX00594,9.0
IDX00595,9.0
IDX00596,321.0
IDX00597,10.0
IDX00598,39.0
IDX00599,5.0
IDX00600,11.0
IDX00601,8.0
IDX00602,795.0
IDX00603,-46.0
IDX00604,-0.0
IDX00605,-39.0
IDX00606,25.0
IDX00607,-5.0
IDX00608,2.0
IDX00609,79.0
IDX00610,9.0
IDX00611,734.0
IDX00612,771.0
IDX00613,58.0
IDX00614,55.0
IDX00615,824.0
IDX00616,31.0
IDX00617,6.0
IDX00618,5.0
IDX00619,34.0
IDX00620,321.0
IDX00621,146.0
IDX00622,347.0
IDX00623,912.0
IDX00624,147.0
IDX00625,1.0
IDX00626,40.0
IDX00627,13.0
IDX00628,2.0
IDX00629,75.0
IDX00630,87.0
IDX00631,1.0
IDX00632,3.0
IDX00633,16.0
IDX00634,3.0
IDX00635,16.0
IDX00636,-14.0
IDX00637,3.0
IDX00638,31.0
IDX00639,6.0
IDX00640,2.0
IDX00641,4.0
IDX00642,1.0
IDX00643,11.0
IDX00644,98.0
IDX00645,6.0
IDX00646,419.0
IDX00647,59.0
IDX00648,15.0
IDX00649,721.0
IDX00650,4.0
IDX00651,137.0
IDX00652,14.0
IDX00653,88.0
IDX00654,30.0
IDX00655,0.0
IDX00656,13.0
IDX00657,3.0
IDX00658,6.0
IDX00659,18.0
IDX00660,6.0
IDX00661,4.0
IDX00662,6.0
IDX00663,2.0
IDX00664,10.0
IDX00665,45.0
IDX00666,13.0
IDX00667,1.0
IDX00668,1.0
IDX00669,4.0
IDX00670,10.0
IDX00671,7.0
IDX00672,43.0
IDX00673,5.0
IDX00674,20.0
IDX00675,65.0
IDX00676,80.0
IDX00677,96.0
IDX00678,594.0
IDX00679,52.0
IDX00680,57.0
IDX00681,-0.0
IDX00682,2.0
IDX00683,83.0
IDX00684,75.0
IDX00685,171.0
IDX00686,15.0
IDX00687,46.0
IDX00688,43.0
IDX00689,16.0
IDX00690,9.0
IDX00691,17.0
IDX00692,89.0
IDX00693,2.0
IDX00694,-81.0
IDX00695,3.0
IDX00696,31.0
IDX00697,104.0
IDX00698,41.0
IDX00699,67.0
IDX00700,77.0
IDX00701,51.0
IDX00702,2.0
IDX00703,31.0
IDX00704,19.0
IDX00705,71.0
IDX00706,506.0
IDX00707,577.0
IDX00708,336.0
IDX00709,86.0
IDX00710,330.0
IDX00711,146.0
IDX00712,542.0
IDX00713,222.0
IDX00714,291.0
IDX00715,136.0
IDX00716,499.0
IDX00717,154.0
IDX00718,401.0
IDX00719,983.0
IDX00720,480.0
IDX00721,567.0
IDX00722,433.0
IDX00723,927.0
IDX00724,291.0
IDX00725,404.0
IDX00726,134.0
IDX00727,373.0
IDX00728,619.0
IDX00729,469.0
IDX00730,19.0
IDX00731,57.0
IDX00732,444.0
IDX00733,66.0
IDX00734,5.0
IDX00735,-1.0
IDX00736,137.0
IDX00737,27.0
IDX00738,60.0
IDX00739,112.0
IDX00740,4.0
IDX00741,4.0
IDX00742,19.0
IDX00743,54.0
IDX00744,42.0
IDX00745,86.0
IDX00746,137.0
IDX00747,619.0
IDX00748,16.0
IDX00749,145.0
IDX00750,29.0
IDX00751,69.0
IDX00752,47.0
IDX00753,8.0
IDX00754,47.0
IDX00755,50.0
IDX00756,15.0
IDX00757,43.0
IDX00758,35.0
IDX00759,1.0
IDX00760,-4.0
IDX00761,2.0
IDX00762,59.0
IDX00763,72.0
IDX00764,65.0
IDX00765,625.0
IDX00766,904.0
IDX00767,681.0
IDX00768,67.0
IDX00769,143.0
IDX00770,897.0
IDX00771,894.0
IDX00772,833.0
IDX00773,925.0
IDX00774,140.0
IDX00775,220.0
IDX00776,639.0
IDX00777,39.0
IDX00778,687.0
IDX00779,104.0
IDX00780,873.0
IDX00781,450.0
IDX00782,8.0
IDX00783,3.0
IDX00784,8.0
IDX00785,3.0
IDX00786,4.0
IDX00787,21.0
IDX00788,87.0
IDX00789,41.0
IDX00790,2.0
IDX00791,10.0
IDX00792,17.0
IDX00793,50.0
IDX00794,16.0
IDX00795,16.0
IDX00796,9.0
IDX00797,2.0
IDX00798,61.0
IDX00799,15.0
IDX00800,12.0
IDX00801,12.0
IDX00802,55.0
IDX00803,62.0
IDX00804,6.0
IDX00805,21.0
IDX00806,66.0
IDX00807,178.0
IDX00808,3.0
IDX00809,5.0
IDX00810,7.0
IDX00811,51.0
IDX00812,598.0
IDX00813,303.0
IDX00814,195.0
IDX00815,57.0
IDX00816,210.0
IDX00817,76.0
IDX00818,44.0
IDX00819,5.0
IDX00820,1.0
IDX00821,3.0
IDX00822,10.0
IDX00823,-9.0
IDX00824,17.0
IDX00825,4.0
IDX00826,79.0
IDX00827,4.0
IDX00828,5.0
IDX00829,14.0
IDX00830,34.0
IDX00831,27.0
IDX00832,16.0
IDX00833,1.0
IDX00834,17.0
IDX00835,17.0
IDX00836,2.0
IDX00837,4.0
IDX00838,595.0
IDX00839,0.0
IDX00840,5.0
IDX00841,7.0
IDX00842,0.0
IDX00843,16.0
IDX00844,4.0
IDX00845,1.0
IDX00846,3.0
IDX00847,1.0
IDX00848,3.0
IDX00849,11.0
IDX00850,-4.0
IDX00851,3.0
IDX00852,49.0
IDX00853,3.0
IDX00854,18.0
IDX00855,-12.0
IDX00856,126.0
IDX00857,13.0
IDX00858,6.0
IDX00859,8.0
IDX00860,7.0
IDX00861,10.0
IDX00862,7.0
IDX00863,11.0
IDX00864,43.0
IDX00865,203.0
IDX00866,174.0
IDX00867,45.0
IDX00868,192.0
IDX00869,938.0
IDX00870,44.0
IDX00871,-4.0
IDX00872,491.0
IDX00873,2.0
IDX00874,22.0
IDX00875,12.0
IDX00876,268.0
IDX00877,13.0
IDX00878,737.0
IDX00879,784.0
IDX00880,822.0
IDX00881,824.0
IDX00882,811.0
IDX00883,95.0
IDX00884,10.0
IDX00885,119.0
IDX00886,103.0
IDX00887,270.0
IDX00888,121.0
IDX00889,5.0
IDX00890,-0.0
IDX00891,6.0
IDX00892,-28.0
IDX00893,14.0
IDX00894,18.0
IDX00895,14.0
IDX00896,11.0
IDX00897,6.0
IDX00898,8.0
IDX00899,21.0
IDX00900,28.0
IDX00901,14.0
IDX00902,15.0
IDX00903,17.0
IDX00904,8.0
IDX00905,29.0
IDX00906,2.0
IDX00907,-12.0
IDX00908,4.0
IDX00909,-4.0
IDX00910,5.0
IDX00911,6.0
IDX00912,1.0
IDX00913,1.0
IDX00914,11.0
IDX00915,20.0
IDX00916,4.0
IDX00917,9.0
IDX00918,6.0
IDX00919,8.0
IDX00920,8.0
IDX00921,6.0
IDX00922,1.0
IDX00923,11.0
IDX00924,10.0
IDX00925,736.0
IDX00926,814.0
IDX00927,723.0
IDX00928,744.0
IDX00929,35.0
IDX00930,106.0
IDX00931,733.0
IDX00932,704.0
IDX00933,30.0
IDX00934,912.0
IDX00935,96.0
IDX00936,36.0
IDX00937,48.0
IDX00938,22.0
IDX00939,22.0
IDX00940,22.0
IDX00941,47.0
IDX00942,80.0
IDX00943,65.0
IDX00944,74.0
IDX00945,77.0
IDX00946,29.0
IDX00947,63.0
IDX00948,23.0
IDX00949,16.0
IDX00950,1.0
IDX00951,7.0
IDX00952,11.0
IDX00953,654.0
IDX00954,10.0
IDX00955,5.0
IDX00956,652.0
IDX00957,-4.0
IDX00958,-2.0
IDX00959,4.0
IDX00960,8.0
IDX00961,2.0
IDX00962,2.0
IDX00963,18.0
IDX00964,3.0
IDX00965,56.0
IDX00966,58.0
IDX00967,7.0
IDX00968,16.0
IDX00969,7.0
IDX00970,4.0
IDX00971,56.0
IDX00972,5.0
IDX00973,26.0
IDX00974,8.0
IDX00975,10.0
IDX00976,12.0
IDX00977,45.0
IDX00978,53.0
IDX00979,-2.0
IDX00980,1.0
IDX00981,42.0
IDX00982,77.0
IDX00983,43.0
IDX00984,73.0
IDX00985,11.0
IDX00986,3.0
IDX00987,12.0
IDX00988,125.0
IDX00989,47.0
IDX00990,5.0
IDX00991,31.0
IDX00992,7.0
IDX00993,63.0
IDX00994,5.0
IDX00995,11.0
IDX00996,12.0
IDX00997,12.0
IDX00998,6.0
IDX00999,12.0
IDX01000,45.0
IDX01001,5.0
IDX01002,705.0
IDX01003,59.0
IDX01004,57.0
IDX01005,4.0
IDX01006,139.0
IDX01007,139.0
IDX01008,161.0
IDX01009,14.0
IDX01010,17.0
IDX01011,60.0
IDX01012,39.0
IDX01013,54.0
IDX01014,21.0
IDX01015,29.0
IDX01016,69.0
IDX01017,81.0
IDX01018,12.0
IDX01019,52.0
IDX01020,169.0
IDX01021,55.0
IDX01022,10.0
IDX01023,11.0
IDX01024,27.0
IDX01025,11.0
IDX01026,126.0
IDX01027,10.0
IDX01028,9.0
IDX01029,60.0
IDX01030,12.0
IDX01031,578.0
IDX01032,39.0
IDX01033,2.0
IDX01034,2.0
IDX01035,14.0
IDX01036,11.0
IDX01037,5.0
IDX01038,6.0
IDX01039,5.0
IDX01040,3.0
IDX01041,1.0
IDX01042,17.0
IDX01043,2.0
IDX01044,10.0
IDX01045,2.0
IDX01046,98.0
IDX01047,70.0
IDX01048,12.0
IDX01049,24.0
IDX01050,19.0
IDX01051,42.0
IDX01052,481.0
IDX01053,-10.0
IDX01054,46.0
IDX01055,5.0
IDX01056,649.0
IDX01057,23.0
IDX01058,31.0
IDX01059,12.0
IDX01060,713.0
IDX01061,30.0
IDX01062,66.0
IDX01063,42.0
IDX01064,63.0
IDX01065,14.0
IDX01066,1.0
IDX01067,1.0
IDX01068,11.0
IDX01069,5.0
IDX01070,4.0
IDX01071,1.0
IDX01072,1.0
IDX01073,1.0
IDX01074,1.0
IDX01075,811.0
IDX01076,74.0
IDX01077,102.0
IDX01078,75.0
IDX01079,24.0
IDX01080,35.0
IDX01081,3.0
IDX01082,9.0
IDX01083,-10.0
IDX01084,2.0
IDX01085,12.0
IDX01086,3.0
IDX01087,4.0
IDX01088,21.0
IDX01089,2.0
IDX01090,24.0
IDX01091,1.0
IDX01092,89.0
IDX01093,674.0
IDX01094,5.0
IDX01095,82.0
IDX01096,45.0
IDX01097,782.0
IDX01098,588.0
IDX01099,149.0
IDX01100,879.0
IDX01101,825.0
IDX01102,757.0
IDX01103,929.0
IDX01104,797.0
IDX01105,538.0
IDX01106,678.0
IDX01107,5.0
IDX01108,55.0
IDX01109,73.0
IDX01110,62.0
IDX01111,191.0
IDX01112,53.0
IDX01113,33.0
IDX01114,121.0
IDX01115,25.0
IDX01116,40.0
IDX01117,80.0
IDX01118,61.0
IDX01119,18.0
IDX01120,13.0
IDX01121,25.0
IDX01122,59.0
IDX01123,5.0
IDX01124,7.0
IDX01125,7.0
IDX01126,7.0
IDX01127,7.0
IDX01128,1.0
IDX01129,151.0
IDX01130,29.0
IDX01131,6.0
IDX01132,10.0
IDX01133,6.0
IDX01134,10.0
IDX01135,5.0
IDX01136,40.0
IDX01137,5.0
IDX01138,10.0
IDX01139,5.0
IDX01140,1.0
IDX01141,150.0
IDX01142,5.0
IDX01143,56.0
IDX01144,10.0
IDX01145,8.0
IDX01146,17.0
IDX01147,66.0
IDX01148,11.0
IDX01149,11.0
IDX01150,2.0
IDX01151,23.0
IDX01152,15.0
IDX01153,-1.0
IDX01154,52.0
IDX01155,9.0
IDX01156,13.0
IDX01157,4.0
IDX01158,8.0
IDX01159,76.0
IDX01160,95.0
IDX01161,67.0
IDX01162,141.0
IDX01163,19.0
IDX01164,50.0
IDX01165,4.0
IDX01166,10.0
IDX01167,4.0
IDX01168,21.0
IDX01169,14.0
IDX01170,11.0
IDX01171,4.0
IDX01172,9.0
IDX01173,16.0
IDX01174,8.0
IDX01175,18.0
IDX01176,5.0
IDX01177,847.0
IDX01178,61.0
IDX01179,38.0
IDX01180,45.0
IDX01181,42.0
IDX01182,785.0
IDX01183,41.0
IDX01184,13.0
IDX01185,11.0
IDX01186,372.0
IDX01187,687.0
IDX01188,693.0
IDX01189,674.0
IDX01190,35.0
IDX01191,674.0
IDX01192,363.0
IDX01193,50.0
IDX01194,25.0
IDX01195,686.0
IDX01196,573.0
IDX01197,58.0
IDX01198,542.0
IDX01199,81.0
IDX01200,22.0
IDX01201,5.0
IDX01202,-0.0
IDX01203,0.0
IDX01204,-0.0
IDX01205,2.0
IDX01206,29.0
IDX01207,76.0
IDX01208,51.0
IDX01209,77.0
IDX01210,57.0
IDX01211,7.0
IDX01212,8.0
IDX01213,2.0
IDX01214,8.0
IDX01215,5.0
IDX01216,65.0
IDX01217,146.0
IDX01218,45.0
IDX01219,85.0
IDX01220,69.0
IDX01221,3.0
IDX01222,153.0
IDX01223,66.0
IDX01224,156.0
IDX01225,136.0
IDX01226,17.0
IDX01227,6.0
IDX01228,11.0
IDX01229,7.0
IDX01230,12.0
IDX01231,11.0
IDX01232,19.0
IDX01233,17.0
IDX01234,18.0
IDX01235,50.0
IDX01236,51.0
IDX01237,51.0
IDX01238,15.0
IDX01239,34.0
IDX01240,14.0
IDX01241,50.0
IDX01242,10.0
IDX01243,8.0
IDX01244,13.0
IDX01245,56.0
IDX01246,67.0
IDX01247,44.0
IDX01248,141.0
IDX01249,131.0
IDX01250,15.0
IDX01251,130.0
IDX01252,18.0
IDX01253,108.0
IDX01254,8.0
IDX01255,32.0
IDX01256,142.0
IDX01257,149.0
IDX01258,10.0
IDX01259,3.0
IDX01260,9.0
IDX01261,49.0
IDX01262,63.0
IDX01263,31.0
IDX01264,63.0
IDX01265,18.0
IDX01266,2.0
IDX01267,67.0
IDX01268,19.0
IDX01269,10.0
IDX01270,69.0
IDX01271,4.0
IDX01272,4.0
IDX01273,11.0
IDX01274,69.0
IDX01275,77.0
IDX01276,16.0
IDX01277,12.0
IDX01278,68.0
IDX01279,9.0
IDX01280,2.0
IDX01281,7.0
IDX01282,2.0
IDX01283,33.0
IDX01284,70.0
IDX01285,61.0
IDX01286,60.0
IDX01287,11.0
IDX01288,69.0
IDX01289,65.0
IDX01290,45.0
IDX01291,55.0
IDX01292,42.0
IDX01293,17.0
IDX01294,37.0
IDX01295,61.0
IDX01296,69.0
IDX01297,70.0
IDX01298,20.0
IDX01299,66.0
IDX01300,7.0
IDX01301,34.0
IDX01302,145.0
IDX01303,9.0
IDX01304,931.0
IDX01305,794.0
IDX01306,791.0
IDX01307,901.0
IDX01308,900.0
IDX01309,849.0
IDX01310,877.0
IDX01311,6.0
IDX01312,100.0
IDX01313,57.0
IDX01314,43.0
IDX01315,63.0
IDX01316,13.0
IDX01317,13.0
IDX01318,15.0
IDX01319,11.0
IDX01320,218.0
IDX01321,19.0
IDX01322,12.0
IDX01323,12.0
IDX01324,21.0
IDX01325,18.0
IDX01326,21.0
IDX01327,14.0
IDX01328,21.0
IDX01329,15.0
IDX01330,376.0
IDX01331,67.0
IDX01332,104.0
IDX01333,63.0
IDX01334,69.0
IDX01335,4.0
IDX01336,104.0
IDX01337,4.0
IDX01338,97.0
IDX01339,3.0
IDX01340,69.0
IDX01341,70.0
IDX01342,7.0
IDX01343,507.0
IDX01344,4.0
IDX01345,52.0
IDX01346,2.0
IDX01347,68.0
IDX01348,61.0
IDX01349,24.0
IDX01350,43.0
IDX01351,9.0
IDX01352,52.0
IDX01353,374.0
IDX01354,51.0
IDX01355,2.0
IDX01356,40.0
IDX01357,107.0
IDX01358,10.0
IDX01359,638.0
IDX01360,11.0
IDX01361,8.0
IDX01362,315.0
IDX01363,23.0
IDX01364,5.0
IDX01365,15.0
IDX01366,65.0
IDX01367,17.0
IDX01368,-3.0
IDX01369,-2.0
IDX01370,-3.0
IDX01371,5.0
IDX01372,34.0
IDX01373,25.0
IDX01374,510.0
IDX01375,139.0
IDX01376,116.0
IDX01377,252.0
IDX01378,107.0
IDX01379,107.0
IDX01380,189.0
IDX01381,108.0
IDX01382,96.0
IDX01383,122.0
IDX01384,38.0
IDX01385,3.0
IDX01386,29.0
IDX01387,64.0
IDX01388,745.0
IDX01389,711.0
IDX01390,11.0
IDX01391,-0.0
IDX01392,-3.0
